,Video title,Comments
9121,How to Stay Productive & Motivated When Learning Data Science,Thank you it's very helpful !!
9122,How to Stay Productive & Motivated When Learning Data Science,I am so much thank ful to you bro. I'm currently down and overwhelmed about this I've been learning about 3 months without a break and still I know nothing when I read source code form others kaggle note book and I'm so depressed. Sigh.. life long learning
9123,How to Stay Productive & Motivated When Learning Data Science,This is so good to hear. I'm trying to learn data science skills these days and for the past couple of days I've been feeling low. But ill be back on track soon. Thanks for the video Ken. Its pretty motivational !!
9124,How to Stay Productive & Motivated When Learning Data Science,"Hey Ken! Thanks for the tips; I’m steadily habituating many of these practices, and with greater intention after watching the video. 

Question: what are you using that small whiteboard on your desk for? I have a similar one that I’m trying to determine a purpose for. . ."
9125,How to Stay Productive & Motivated When Learning Data Science,"Thank you for the tips Ken! I especially agree with the ""starting small"" part. In the past, I used to just consume most of my daily time to that new habit during the initial phase. I would just see starting small as being ""not good enough"". However, I realized that this was causing me to have burnouts frequently. So even though changing your ""bad habits"" is hard, I am trying to apply this advice and I can already see its benefits."
9126,How to Stay Productive & Motivated When Learning Data Science,"These tips are something that most don't bother about, neither about learning them, nor teaching them to people, thank for the initiatives."
9127,How to Stay Productive & Motivated When Learning Data Science,Thank u!
9128,How to Stay Productive & Motivated When Learning Data Science,"Great video Ken!!!
I will surely implement these tips ."
9129,How to Stay Productive & Motivated When Learning Data Science,Thanks for making this video Ken. Really inspiring me to keep learning data science
9130,How to Stay Productive & Motivated When Learning Data Science,"Thank you for this, Ken! 
Great book references 🔥"
9131,How to Stay Productive & Motivated When Learning Data Science,Great video! Thanks Ken 👏
9132,How to Stay Productive & Motivated When Learning Data Science,"Ken, great video. Can you post that spreadsheet to github? 


I come from a non technical background. My major is supply chain management with a minor in information systems. I took a data science course and did well in it. The course mainly covered more advanced statistical concepts, not so much of programming (I lack in computer skills the most). I really enjoyed the course. I currently work as a business analyst. I am considering taking your advice to get a master's degree in Data Science from the University of Michigan. Thanks for the information you provide on this channel!"
9133,How to Stay Productive & Motivated When Learning Data Science,🔥
9134,How to Stay Productive & Motivated When Learning Data Science,"Hey Ken, Good content as always. Can you maybe speak in a mic? I often find myself having to bump my volume up."
9135,How to Stay Productive & Motivated When Learning Data Science,Appreciated Ken!
9136,What You Need to Know for a Data Science Internship,Sir I got selected for data scientist internship.in that  internship  they will calculate performance evaluation ... please give me some suggestions sir.. what are courses are most useful for data scientist job
9137,What You Need to Know for a Data Science Internship,This was so helpful thank you so much 🙏🏻
9138,What You Need to Know for a Data Science Internship,Great tips for internships.  Apparently youtube algorithm has mastered the timing of video suggestion for me. I will be starting to apply for internship in month of August. Thanks Ken for making videos on internship topics too.
9139,What You Need to Know for a Data Science Internship,Who tf is that guy with a dislike 😤
9140,What You Need to Know for a Data Science Internship,"Thanks for the video.... Finally, I started  66daysofdata and will also start the project from scratch series..."
9141,What You Need to Know for a Data Science Internship,I do have the basic skills..I have started the application..and will keep all this in mind..Will update when I land an internship
9142,What You Need to Know for a Data Science Internship,"Hi Ken, I have worked for more than 10 years outside of data science or software field. My background is Material Science. I see that project experience seems quite important for job application. Is internship useful for people like me?"
9143,What You Need to Know for a Data Science Internship,liked and subscribed Thanku
9144,What You Need to Know for a Data Science Internship,"Hey Ken, I am a really big fan of all of your content and you have truly inspired me to enter the field of data science and sports analytics. I am an incoming college freshman (math major)and I have been learning SQL and python through code academy. Other than projects, do you have any tips to make myself stand out in order to get an internship? I hope to intern with the Los Angeles Lakers analytics team and I could really use some advice. Your videos and website(playing numbers) are the most helpful resources related to the field that I have been able to find, keep up the great work!"
9145,What You Need to Know for a Data Science Internship,"I'm moving to Munich with a maths degree statistics and programming knowledge. Its nice to see this video to remind me that i don't have to be an expert to get an internship. Thanks Ken, your videos as very informational and motivating."
9146,What You Need to Know for a Data Science Internship,Thanx
9147,What You Need to Know for a Data Science Internship,"This was really useful! many thanks. I just have one question:
how would you recommend me to include a previous experience in developing a business in my CV? Thanks a lot again!"
9148,What You Need to Know for a Data Science Internship,"Great advice! I hate interviews, and really don’t look forward to them. I choke and get really stressed. I perform better when allowed to produce something rather then answer on the top of my head :)"
9149,What You Need to Know for a Data Science Internship,"Great video!
Generally I think the younger someone is
(or in general the earlier someone stands in their career/education)
the more impressive extraordinary projects become.
If you're a high school student and you create your own DS project whilst 
collecting own data, that is a lot more impressive than if you're in your final graduate year.
Even though it is never too late to start, I really want to try and make cool
projects early on so that I can build momentum as early as possible.
With the DS market becoming more and more competitive, I think these
uncommon achievements are going to be valued more and more,
especially in larger companies (FANG etc.) where already today
they are probably more of a requirement than an add-on.
Nevertheless, great video! I really hope to land an awesome internship myself in the coming year(s)."
9150,What You Need to Know for a Data Science Internship,"Hey Ken, great video as always. Curious to hear your thoughts on the Spyder IDE as I saw it being used in this video. Any standout reasons you use it over Jupyter/VSCode/etc?"
9151,What You Need to Know for a Data Science Internship,"Hey Ken, thanks for the great video. I have been watching all your videos and they are greatly helpful! I have a question though. At 2:04, you mentioned that ""if you want to set yourself apart, you should consider doing unique projects on the dataset you personally collected."" Are there any efficient ways I can collect new dataset?"
9152,What You Need to Know for a Data Science Internship,"Great video, Ken, hope you don’t mind me sharing. I’ve hosted 1-2 interns every year, and agreed with all your points, particularly the successful interns were those with the skills you’ve mentioned (e.g. R or Python) as well as a GitHub portfoilio of hobby projects (reaffirming their interest and passion for data science). And one of the most important point is to double check that we addressed the potential employer with their name instead of “Dear Sir/Madam”, it goes to show that we have at least personalized the letter to them. Once again, great video and great insights Ken!"
9153,What You Need to Know for a Data Science Internship,"Hi, Ken. Thanks for sharing helpful tips! I wish I found your advices in earlier years in college. I’m a new graduate without any intern experience. Can you give me an idea of how I can find research opportunities at this point? Thanks in advance!"
9154,What You Need to Know for a Data Science Internship,"Thanks for the tips! I had planned a astronomy / machine learning internship at a university in PA for the summer. The program has since been cancelled due to COVID :( But luckily, I applied to a data science intern position at a startup and got it :)"
9155,What You Need to Know for a Data Science Internship,"Thanks your share, i'm a 2nd  software engineering student but i want to become a ds in the future. I'm really not good in math, can you give me some advice, sir?"
9156,What You Need to Know for a Data Science Internship,"This video inspired me to look into internships for this summer, something I wasn't planning on doing because I didn't think I was qualified. Thank you for asking!"
9157,What You Need to Know for a Data Science Internship,Helpful videos! Keep up the great work!
9158,What You Need to Know for a Data Science Internship,Mr. Jee you vedios are really helpfull
9159,What You Need to Know for a Data Science Internship,Sir. I am 2nd year engineering student and I wanted to explore data analysis in sports field please guide me
9160,What You Need to Know for a Data Science Internship,Sir please make an video of Complete Sports  data analysis based project from scratch
9161,The 4 Types of Sports Analytics Projects,Nicely explained video.
9162,The 4 Types of Sports Analytics Projects,Is it possible to become a remote sports analyst without a degree?
9163,The 4 Types of Sports Analytics Projects,"Hey there,
I am a Physical Therapy undergraduate student from India and want to get into sports performance analytics.
Do you recommend this switch...what would be your suggestion on the same"
9164,The 4 Types of Sports Analytics Projects,"#66 + 1: Here I go again .... 
And right timing, as always. 
I started a little project with some results from a sport that are showing me insights, and certainly, the playing numbers article will help me to understand the idea forward from what I'm thinking :)
Thank you, thank you, thank you!
#66daysofdata"
9165,The 4 Types of Sports Analytics Projects,"Correct me if I am wrong but, If we observe analytics was also there in the past like coaches or players used to study themselves like improvement area, where to focus and similar attributes which we use these days but due to modern tools and algorithms it is more organized and accurate."
9166,The 4 Types of Sports Analytics Projects,"Hi Ken , 
I am Nitish working as a tableau developer having an experience of 3 years as a professional. I worked mainly on Healthcare and Pharma based projects.
From my childhood I was very fascinated about sports analytics.
Can you guide me from now how can I use my  skills into getting a job related to sports analytics work in best companies"
9167,The 4 Types of Sports Analytics Projects,"Hi kan 
Great video.
One question, do you know where I can get sports data to analyze?"
9168,The 4 Types of Sports Analytics Projects,Great vid man great vid
9169,The 4 Types of Sports Analytics Projects,I’m a recent college graduate with my CIS degree and I think I want to go into sport analytics. But I’m no longer in college how where do I start? I can’t get internships and they won’t hire me without experience
9170,The 4 Types of Sports Analytics Projects,I'm a college sophomore looking to do a research project this summer relating to sport analytics. This channel has already helped me get started and I can't wait to see where I can go from here! Going to need to do a LOT more research and learning about the raw math but also the programs. Thanks for sharing all this content!
9171,The 4 Types of Sports Analytics Projects,"Hi Ken,

I am currently getting my masters in data science. However, I have extensive experience as a soccer coach and exercise science/rehab science. I would like to combine my passions for sport and biomechanics with DS. 

Is this a realistic goal? Any recommendations?"
9172,The 4 Types of Sports Analytics Projects,If you want to get to the projects straight away go to 5:02 but you should listen to what he’s got to say
9173,The 4 Types of Sports Analytics Projects,"@ Ken Jee 
Good day 
I'am looking for a homebased sports analytics job can you recommend some... 
I've worked for Krossover Inc and HUDL for the past years"
9174,The 4 Types of Sports Analytics Projects,I work on the English premier league but when I take FTHG AND FTAG feature then model given me above then 90% accuracy but when I remove FTHG AND FTAG then model give me accuracy around 50 to 70 accuracy on training and testing data so what can I do please help me sir
9175,The 4 Types of Sports Analytics Projects,"Ken
I'm looking forward for the course related to sports analytics"
9176,The 4 Types of Sports Analytics Projects,"hi ken i have been working as a sports analyst from last 1 one year for a company called HUDL its headquarter is in nebraska. working for that company i have done analysis for many high-school teams across USA in American Football ,also done NbA ANALYSIS nd done different project regarding soccer like player tracking,event tagging,also i knw about lacrosse analysis. i want to pursue my career in this field nd my main interest is in american football  or the NFL and NBA, i really think i can do wonder in NFL AND NBA like projects. please help me out with that."
9177,The 4 Types of Sports Analytics Projects,Hi Ken wanted to ask you about how can you use analytics for soccer as data there is more unorganised like how to identify the patterns of play various formations used during the match using analytics and by the way  love you videos
9178,The 4 Types of Sports Analytics Projects,Hi Ken don't you think Data Scientists are limited to the quality extent of the Dataset they have access to?
9179,The 4 Types of Sports Analytics Projects,"Hi Ken, do you recommend that data scientists should learn how to webscrape (like using Beautifulsoup)? I know pandas has a read_html function that lets you extract lists from websites so I was contemplating on learning beautifulsoup."
9180,The 4 Types of Sports Analytics Projects,Are sports analytics projects ok as personal projects when applying to a different industry? I really like it but I'm not sure if it will be looked down upon. Love your vids
9181,#66DaysOfData - What is it? #shorts,Look this short uploaded 5 months ago and this #66daysofdata community grow rapidly.
9182,#66DaysOfData - What is it? #shorts,We are going to rock ken:)
9183,#66DaysOfData - What is it? #shorts,"Hey Ken, had an idea. For your next or future shorts, if possible could you go over the importance of baseline and/or possibly the different ways to do a baseline ie: dummy regressor, classifier, and how it applies to random forest?"
9184,#66DaysOfData - What is it? #shorts,Missed this challenge twice...but this time let's do it! 🔥🤞🤝
9185,#66DaysOfData - What is it? #shorts,Last time I joined you and I really had fun and learned a lot .. I really hope I can join u this time
9186,#66DaysOfData - What is it? #shorts,"Yayyyy!!
So excited for this. ❤️"
9187,#66DaysOfData - What is it? #shorts,"I can't do it now😢
Entrance exam soon
I will definitely join you next time though:)"
9188,#66DaysOfData - What is it? #shorts,"I'm on my 53rd day and I must say it's been a blissful experience, thank you ken for this initiative"
9189,#66DaysOfData - What is it? #shorts,Such an amazing initiative Ken! ❤️😊
9190,#66DaysOfData - What is it? #shorts,Where to enroll for this data science challenge.  I am beginner..  Can you please tell from where we can enroll in this and also I was not  a part of any previous round.
9191,#66DaysOfData - What is it? #shorts,"Awesome 💥
Ken, can you make a video on roadmap for a beginner to learn data science from scratch. it will be really helpful for freshers like me."
9192,#66DaysOfData - What is it? #shorts,Yaaaay i can start with you this time!!
9193,#66DaysOfData - What is it? #shorts,How do we sign up ?
9194,#66DaysOfData - What is it? #shorts,I'm at middle of #66days is that necessary to  restart my count i'm almost done 24 days  for challenge
9195,#66DaysOfData - What is it? #shorts,Great news. I am planning to do second round too. #66daysofdata rocks.
9196,#66DaysOfData - What is it? #shorts,Thank you for doing this!  I find your videos and podcast incredibly helpful in helping me focus on learning data science.  The 66 days will be another way to reinforce the learning habit and to see what others in the community are learning.  Keep up with the outstanding content!
9197,#66DaysOfData - What is it? #shorts,"Guys, you must start this challenge as soon as possible because it will really worth. This is my personal experience and the community on LinkedIn is just amazing which have many people who are really helpful 🙌"
9198,#66DaysOfData - What is it? #shorts,❤️
9199,#66DaysOfData - What is it? #shorts,Let's goooooooooooooooooo!!!!!!!!!!!!
9200,#66DaysOfData - What is it? #shorts,"Great initiative Ken, let's do this 😆"
9201,#66DaysOfData - What is it? #shorts,Ken! Just picked up Data Science and I’m super excited for the challenge! Look for me on Twitter for sure!
9202,#66DaysOfData - What is it? #shorts,I dig it!
9203,#66DaysOfData - What is it? #shorts,Exciting! Looking forward to see what you and the others get up to. Did you make the short using the new tools made available recently?
9204,#66DaysOfData - What is it? #shorts,"#66daysofdata Wait, whattt!!!! 
I will be able to finish this round and start with you again 🥲😄 Could be the Kaggle round, finally!!!"
9205,#66DaysOfData - What is it? #shorts,"Hey! This is so exciting and looking forward to joining the challenge. I am currently an Analyst at a FinTech company and have a solid Maths background but not so much in technical knowledge. I would love to get more experience in Data Science as this is actually one of my dreams but I find it really hard to find the time when you have a 9to5. What you do is really inspiring by the way, was wondering if you had any videos about your career? Do you have a full time job as well or doing youtube full time?"
9206,Why EVERYONE Should Start a Podcast (Including YOU),💯... Podcasting can help us to improve communication.
9207,Why EVERYONE Should Start a Podcast (Including YOU),You’re motivating me. Thanks Ken
9208,Why EVERYONE Should Start a Podcast (Including YOU),how to start? where to start a podcast?
9209,Why EVERYONE Should Start a Podcast (Including YOU),"It's amazing to hear you say that you also struggled and stumbled over your words early on. I've wanted to start a podcast for months now but I'm fairly introverted so I've been putting it off. Your comment about controlling the environment instead of being controlled by it hit the nail on the head and I've never thought about it that way.

Thanks for sharing that Ken! That's something that I'll remember for a long time."
9210,Why EVERYONE Should Start a Podcast (Including YOU),"As the saying goes ""Surround yourself with 4 billionaires and you will be the 5th"",so I believe talking and have a conversation with great minds make you great.
I am wondering how do you manage job, content creation and then podcast as I am sure it will require a lot of time to do research about guest prior to episode."
9211,Why EVERYONE Should Start a Podcast (Including YOU),"When are you planning to invite ""Papaya"" as a podcast guest 😁😁😁"
9212,Why EVERYONE Should Start a Podcast (Including YOU),"Hey I stumbled across your channel and been enjoying the content. I really want to do a intermediate data analytics project (ideally with SQL, Python tableau etc) but struggle for good ideas, I don’t want to just do a basic get csv data set and analysis but want to do bit more in depth and challenging, do you have any ideas? Thank you"
9213,Why EVERYONE Should Start a Podcast (Including YOU),"Agreed 100%, I also feel that it helps me to understand myself better as well. Do you think it’s possible for the next guest on Ken’s Nearest Neighbors to be Ken Jee? Ken interviews Ken, would be an awesome episode :)"
9214,Why EVERYONE Should Start a Podcast (Including YOU),You know.... Thank you for this. I'll give it a shot.
9215,Why EVERYONE Should Start a Podcast (Including YOU),Started a small YouTube channel and it helped me practice communication and storytelling skills to recently land a Data Engineer Consultant role. Definitely agree haha
9216,Why EVERYONE Should Start a Podcast (Including YOU),What are your thoughts on live podcasting? I'm curious how much editing you're currently doing...
9217,Why EVERYONE Should Start a Podcast (Including YOU),I really like your podcast ! I was wondering how much time does it take doing research on the guest ? Or maybe as time goes by you don't need to prepare as much as before ?
9218,Why EVERYONE Should Start a Podcast (Including YOU),6:26 I made the cut!! I’m also a very animated talker… my hands help tell the story 😂
9219,Why EVERYONE Should Start a Podcast (Including YOU),"KNN is really a great channel with great content, I love the style of ""insert situation/problem"" as the video/podcast topic, this makes it a lot better for someone to relate to."
9220,Why EVERYONE Should Start a Podcast (Including YOU),🌸🙏🏽🌞
9221,Why EVERYONE Should Start a Podcast (Including YOU),"I'm thinking of starting sort of an anti-podcast and titling it something super awkward like, ""Nobody Should Listen to This Podcast."" I'd describe it as an arrogant jerk and his (formerly) inner monologue. 

That way, it's half satirical reverse psychology, half self-sabotage. Which is sort of my thing, really. 😁"
9222,Why EVERYONE Should Start a Podcast (Including YOU),"I started a podcast mainly coz I just wanted to learn how to talk to people. To get out of my social awkwardness. And it worked!! Absolutely agree with all the points you have made and even though I have only done 2-3 episodes I can relate very much!! Am very much looking forward to resume my podcast work after my college applications and all thanks to you Ken!! 🐢🐢🐢

My podcast isn't that interesting, it's completely random hahaha(It did make Tina laugh tho 🤡). Let's see if my brain helps me to make interesting content 🤠🤠🐢🐢"
9223,Why EVERYONE Should Start a Podcast (Including YOU),"You make a good case that podcasting can bring you lots of benefits. Similar to blogging. But also similar to blogging for personal gain, is this something we want to be promoting? Shouldn't we only create content that we think might be valuable to others? 
As an example, Medium has some amazing blogs to learn data science, but is also filled to the brim with garbage blogs that where data science beginners show off their skills while only pretending to educate or provide value to others. These blogs waste other people's time, and crowd out the good stuff making it harder to find.
I don't want to be elitist and say that only the best blogs/podcast should exist, but I feel like this 'just throw it out there and let the internet decide' may not be the best approach"
9224,Why EVERYONE Should Start a Podcast (Including YOU),Love your videos watching when you upload
9225,Why EVERYONE Should Start a Podcast (Including YOU),"Thanks for watching everyone! I hope this video gets you as excited about podcasting as I am! 

If you are interested in my podcast (related to data science) you can check it out here: https://www.youtube.com/c/KensNearestNeighborsPodcast"
9226,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,Awesome Video Ken!
9227,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Sorry for my second comment and request in the same video, but it would be very nice if you could do a video on the possibilities of transitioning to Data Science coming from a social sciences background beyond economics (sociology, anthropology, history and/or any field that requires analytical thinking and may involve qualitative research). I'm thinking either of a research context (ex masters or PhD students) or simply BS/BA graduates. Thank you again."
9228,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Congratulations for expanding your channel's scope beyond the US, Ken Jee. You are doing an amazing job. I'd like to thank you in the name of non-US to-be data scientists and ask you, if possible and convenient, to do a video on making it to the Data Science field in the Brazilian context, if it is the case that you already know any successful Brazilian data scientist. Best wishes."
9229,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Great interview! As someone from Europe I am particularly interested in the entire process outside of the US,
since currently there is not a lot of information on this topic online.
One small note; at some points in the video, especially when the audio of you talking is a bit low,
the music makes it a bit more difficult to follow along. Still an awesome discussion tho! :)"
9230,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Really good interview Ken !
Just one suggestion as audience: Do not add background music, it is annoying"
9231,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,Thanks Ken Jee for bringing Vijay to your channel. Vijay was absolutely inspiring. It's very motivating for students like me who aspire to work in the field of Data Science. Thank you 💙
9232,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"That's so cool...! 
I wanna ask you one question K'Jee, from india how many views you will get in your total views ?"
9233,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,Bhai
9234,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Amazing Ken. Thank you for bringing to us such Data Experts who share their story. 
Just want to let you know, these are highly inspirational and moving.
Thank you. Really."
9235,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Just found your channel a few days ago and absolutely love your content! I watched your Data Science Project from sctach series and found it very beneficial. I was wondering if you could make a video targeted at beginners as to what kind of EDA we should be doing depending on our data, maybe explain some of the statistics knowledge needed when picking features to use in models etc (not necessarily how to create plots as you did this in your EDA episode of the ds project series). Thanks for putting out content this useful for free, keep it up man"
9236,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,Thanks for sharing this interview ken. I have done my masters in electronics and communication. I definitely feel motivated after watching this interview.
9237,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Great to have an influential speaker here! Incredible diversity in your interviews, thanks for the great content as always Ken :)"
9238,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Listen to Ken's Nearest Neighbors on all the main podcast platforms! 
On Apple Podcasts: https://podcasts.apple.com/us/podcast/kens-nearest-neighbors/id1538368692 (Please rate if you enjoy it!)
On Spotify: https://open.spotify.com/show/7fJsuxiZl4TS1hqPUmDFbl
On Google: https://podcasts.google.com/feed/aHR0cHM6Ly9mZWVkcy5idXp6c3Byb3V0LmNvbS8xNDMwMDQxLnJzcw?sa=X&ved=0CAMQ4aUDahcKEwjQ2bGBhfbsAhUAAAAAHQAAAAAQAQ
On YouTube: https://www.youtube.com/channel/UCpEJMMRoTIHJ8vG8q_EwqCg (Trying to get to 1k so I can start tagging YouTube Guests!)

Special thanks again to Vijay! Check him out on linkedin: https://www.linkedin.com/in/vijaypravin/  and on twitter: https://twitter.com/VijayPravinM youtube: https://www.youtube.com/channel/UCJTmHsfOiy7vwFPnKaTKYUQ
Check out these videos next:
First Kaggle 4 time grand master: https://www.youtube.com/watch?v=5v_ulmGv-gc&ab_channel=KenJee
Nascar to Data Scientist: https://www.youtube.com/watch?v=g7on3Rw0Ovg&ab_channel=KenJee"
9239,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Thank you, Ken. 
I also from Electrical Background and the information is most insightful to me."
9240,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,just want to say thank you ken...🧡
9241,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,"Consistency and believing the process is the most important take away from here :)
Thank you so much, Ken. It's inspiring and encouraging."
9242,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,How about a video of making the transition from graduate school in the life sciences to data science. I know you can get data science certificates. What steps should people with PhDs not in CS (eg biology/genomics) take while they’re in grad school?
9243,Land a Data Science Job in a Different Country (Vijay Pravin Maharajan) - KNN EP. 13,1st view 1st like 1st comment
9244,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Hello Ken Jee,
Could you please share the template of your resume . I am graduating this year and it would help me a lot ."
9245,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"One thing I would add in here, I've just had a look through his code and one criticism I would have would be around his use of Oversampling. He does this before he splits his data into the test and train set which causes data leakage (Not as much as a naive upsampling method but since nearest neighbours is being used, some leakage is happening meaning it's generalisability beyond this dataset may be limited) - just thought that would be helpful for anyone using oversampling methods."
9246,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Hello Ken Jee,
I really like your videos. I have one weird request I always wonder what topic( tips, formulas, notes) should we have on walls so that I could go through it every day. And I have seen in some of the videos that you are having some lists (Notes) on your walls. 
If you don't mind can you please make a video or share details on it, please.
Thank you!!"
9247,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Thank you for your tips, Ken!! Made all the appropriate changes and it definitely feels more like a complete project."
9248,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Never seen a project on personal Spotify data. Cool!
9249,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Great Content Ken! Keep up the good work.
9250,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),I enjoyed your video rJq9
9251,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Hi ken, I have a question, do you know if George Washington university’s certificate in data analytics is a good way to Start out in data science with someone with no background in data science?"
9252,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Amazing work cleared a lot of doubts for me. Can you make a video on machine learning engineers getting a job in Google sharing their resume, projects. That would be great. Till then keep up the great work brother."
9253,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Ken, Thanks for this amazing video. :)"
9254,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),I did basically the same project a couple months back for one of my classes. Music analytics is really cool :)
9255,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),you play golf??
9256,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Thank you Ken for all those videos, it's very helpfull ! Do you think about making some of your advice's videos as podcast maybe on spotify or any other plateform ?"
9257,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),This series is really helpful 😊
9258,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Very cool project! Didn't know you could do this with your personal Spotify data. Thanks for sharing it!
9259,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Very informative video!! May I ask what are the important statistics topics for data science?
9260,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Could you make a video about best laptops for data science?
9261,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),Special thanks to Isac for sharing his projects and resume with me! If you would like to have your project reviewed. Please comment below and send me an email at kenjee.ds@gmail.com! Link to the repo: https://github.com/isacmlee/song-recommender
9262,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"This is the best YouTube Channel for Data Science, I am glad to have found it. I will definitely recommend it to fellow Data Science Enthusiasts. 

Thank you Ken, and well done to Isac. There is so much I am learning from this.

P.S: I had a Data Science interview today, I am hoping for a positive response in a few days to allow me dig further into this field."
9263,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Hi Ken! Thank for making such amazing videos. Please review my Kaggle notebook. It's a data analytics project and my first Lagge notebook :))

https://www.kaggle.com/sarthaksarbahi/times-rankings-data-cleaning-eda/notebook"
9264,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Steller project, I didn't know you could add features to your Spotify data like that. I'm pretty close to finishing my COVID-19 project though so you'll see a request from me any day now!"
9265,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),"Thanks Ken for another great review of data science projects. Analyzing these personal spotify data is useful and matters the most to oneself, Great initiative!"
9266,Reviewing Your Data Science Projects - Episode 10 (Leveraging Your Data),This seems so cool! Would you share the github link too? I would love to use this to build my own playlist xD
9267,What is a lambda function (python)? #shorts,"I hate lambda functions because they're so sexy. I'm trying to keep myself sexually attracted to human beings and not to Computer code. 

I feel that one elegantly written subroutine in Python is all that's necessary to push me over the edge and make me completely gay for code."
9268,What is a lambda function (python)? #shorts,You should do a part two xd since lambda has so many applications
9269,What is a lambda function (python)? #shorts,"maybe you could do a little more example for us? make a couple more minutes perhaps? but i like the idea about the short vids, thumbs up!!"
9270,What is a lambda function (python)? #shorts,Very cool.  I just went over lambda functions last night.
9271,What is a lambda function (python)? #shorts,"I love these shorts♥️. 
I also tried using lambda function but I get confused the very next time I want to apply it."
9272,What is a lambda function (python)? #shorts,Fast and reliable ☺️
9273,What is a lambda function (python)? #shorts,Another great short. Thanks Ken!
9274,What is a lambda function (python)? #shorts,Solid and simple explanation. Just like a lambda function.
9275,What is a lambda function (python)? #shorts,"Hi Ken Jee, Thanks for the video! I've been struggling getting into data analytics industry for the past 1 year. After watching your videos, I've tried doing projects from Kaggle, but my technical skills for completing projects on my own are quite not there to show off to hiring managers. I recently was contacted by a recruiting firm that provides SAS training and get assistance getting into a first SAS programmer role, it will take me 3 months to get a certificate and possibly get the role. I'm thinking maybe 1 year of experience as a SAS programmer can help me to get a feeling of data analytics field, and continue to learn Python on the side. Could you advise if this could be a helpful route for me?"
9276,What is a lambda function (python)? #shorts,"Lambda function are Python's jam!
Other fun fact: Anonymous functions originate in the work of Alonzo Church in his invention of the lambda calculus, in which all functions are anonymous. BOOM 🤯"
9277,What is a lambda function (python)? #shorts,Perfectly balanced as all shorts should be👍
9278,What is a lambda function (python)? #shorts,"I first learned about lambda functions and feature engineering from your Titanic Project tutorials months ago :) I've come so far since then thanks to u .. Btw love the music, I suggest it gets louder for like two seconds at the end."
9279,What is a lambda function (python)? #shorts,This is so useful!!
9280,What is a lambda function (python)? #shorts,I loveee these shortttt
9281,What is a lambda function (python)? #shorts,"papayasKenAte = 2
totalPapayas = lambda x: x - papayasKenAte
print(totalPapayas(5))
How much papayas is left 😂🧐"
9282,What is a lambda function (python)? #shorts,"Thanks, bro."
9283,What is a lambda function (python)? #shorts,Shorts are great. We need more of these.
9284,What is a lambda function (python)? #shorts,Short and on point 🙌
9285,What is a lambda function (python)? #shorts,"Nicee, need more of this mini videos bro! Thank you do much"
